Job Title,Company Name,Location,Experience,Salary,Job Description,Skills
Sr. Data Scientist/ Sr. Machine Learning Engineer,Go Digital Technology Consulting,Mumbai,0-2 Yrs,12-15 Lacs PA,"Bachelor Accommodation providedCandidate should be a self-motivated, independent, detai...","Computer vision, Backend, GCP, Neural networks, Analytical, Machine learning, Data collection, Continuous improvement"
Data Scientist,Viaprom Technologies,Mumbai,0-2 Yrs,12-15 Lacs PA,"Bachelor Accommodation providedCandidate should be a self-motivated, independent, detai...","Python, Time Series Analysis, MMM, Marketing Analytics, Regression Modeling, Machine Learning, Market Mix Modeling, Analysis"
Data Scientist,Orange Business Services,Mumbai,0-2 Yrs,12-15 Lacs PA,"Bachelor Accommodation providedCandidate should be a self-motivated, independent, detai...","Automation, Front end, Machine learning, Javascript, Data processing, HTML, Application development, Customer support"
Data Scientist,IT,Mumbai,0-2 Yrs,12-15 Lacs PA,"Bachelor Accommodation providedCandidate should be a self-motivated, independent, detai...","Data science, Java, Azure, Power BI, Scala, Tableau, Apache NiFi, SQL"
Data Scientist,Infotech Consulting Global,Mumbai,0-2 Yrs,12-15 Lacs PA,"Bachelor Accommodation providedCandidate should be a self-motivated, independent, detai...","Pytorch, tensorflow, Python Development, Scikit-Learn, spark, Apache, Deep Learning, azure"
Data Scientist,Valenta Bpo Solutions,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Data Science, Modelling Techniques, Artificial Intelligence, Tableau, Machine Learning, Statistics, SQL, PowerBI"
Data Scientist,Grid Dynamics,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Data Scientist, R, Python, Data"
Data Scientist - GEN AI,Neal Analytics,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","data science, Manager Technology, Agile, Director, Individual Contributor, Direct, Data, Management"
Data Scientist - MNC - Bangalore/Mumbai,People staffing solutions,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Data Science, Statistical Modeling, Machine Learning, SQL, Python, Predictive Modeling, Power Bi, Modeling"
"Vice President, Data Scientist I",BNY,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","data science, Bloomberg, Coding, Machine learning, Vice President, Analytics, Financial services, SQL"
Data Analyst / Data Scientist,The Dhan Academy,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Computer science, Market analysis, Logistic regression, Data analysis, Operational excellence, SAS, Debugging, Data mining"
Data Scientist,Gsquare Solutions,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Machine Learning, Python, Predictive Modeling, R, Modeling, Data, Predictive, Machine"
Data Scientist-Time Series-W-E,KG Invicta Services (kgis),Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Statistical analysis, Machine learning, linear regression, Forecasting, Python, Statistics, Data, Analysis"
"Data Scientist (Cloud Management, SQL)",UPS Supply Chain Solutions (UPS SCS),Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Data Science, R, NLP, PySpark, Azure Databricks, Data engineering, LLM, Google Big Query"
Urgently Hiring For Data Scientist - Globant,Globant,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Generative AI, Natural Language Processing, Statistics, Data Science, gen ai, Azure, Machine Learning, Deep Learning"
Data Scientist,Credit Saison,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Computer science, Loans, Manager Quality Assurance, Underwriting, Data collection, Data mining, Business solutions, Forecasting"
Data Scientist,Gravity Consulting,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Computer vision, data science, Analytical, Machine learning, Debugging, Cloud, Natural language processing, AWS"
Data Scientist,Farmwiseai,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","GIS, Computer science, Automation, Image processing, data science, GCP, Machine learning, Natural language processing"
Data Scientist,Cradlepoint,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Computer science, Automation, HP data protector, data science, GCP, Configuration management, Analytical, Cloud"
Data Scientist,Statusneo,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Training, Product engineering, Statistical analysis, Data management, Networking, Machine learning, Predictive modeling, Management"
Data Scientists,Virtusa,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","AI Engineering, Java, C++, Azure, Apache MXNet, LLAMA, PyTorch Vision, GPT"
Data Scientist (Bangalore/Chennai/ Pune/Jaipur/Hyderabad /Gurugram),Altimetrik,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Data Science, Machine Learning, Deep Learning, Python, GenAI, Pandas, Data, Science"
Data Scientist,Gravity Ilabs,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Computer vision, data science, Analytical, Machine learning, Debugging, Cloud, Natural language processing, AWS"
Data Scientist,Virtusa,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Data science, Data Validation, AML, Java, CDD, KYC, Data Analysis, Data Profiling"
Data Scientist Sahaj Software,Sahaj Retail Limited,Remote,3-5 Yrs,8-10 Lacs PA,"Technical Competency: -Play a key role to solve complex problems, pivotal to Valentas ...","Computer science, Text mining, Computer vision, Coding, Machine learning, Information retrieval, HTML, Data mining"
Data Scientist,Capgemini,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Data Science, Data Mining, Data Modeling, Machine Learning, Python, Tensorflow, Predictive Modeling, R"
Data Scientist,Chuwaamerica India,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Tensorflow, Pytorch, Java, Azure Cloud, Python, Microsoft Azure, Cloud, Data"
Data Scientist,DAZN,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","GenAI, LLama, LLM, Scikit-Learn, Python, Data"
Data Scientist,Trent Limited,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Machine Learning, Python, AI, Azure Machine Learning, SQL, Microsoft Azure, Artificial Intelligence, Machine"
Data Scientist,Amdocs,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Computer science, data science, Billing, MySQL, Machine learning, Data processing, Customer support, Data mining"
Data Scientist OR Data Science| IT services | immediate - 60 days,People Staffing Solution,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Regression, Data Science, Advanced Analytics, AWS, Python, Big Data, Neural Networks, Unsupervised Learning"
Data Scientist,Cloudbc Labs,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Data Science, Natural Language Processing, gen Ai, Deep Learning, Python, Tensorflow, Mechine Learning, Artificial Intelligence"
Data Scientist,Databeat,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Data Science, Deep Learning, Scikit-Learn, SQL, Python, Llp, R, Hadoop"
Data Scientist,Maxima Consulting,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Cloud, Python, SQL, gcp, AI, aws, azure, Microsoft Azure"
Data Scientist,Cloud Kinetics,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","machine learning libraries, R, PyTorch, data analysis, scikit-learn, data manipulation, relational databases, TensorFlow"
Data Scientist,Paypal,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Statistical programming, Data analysis, Payment processing, Analytical, Continuous improvement, Business solutions, Teradata, Analytics"
Data Scientist,Winzo,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Computer vision, Usage, Image processing, Analytical, Network analysis, big data, Gaming, Fraud detection"
Data Scientist - 3,Navi Technologies,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Electrical engineering, Loans, data science, financial products, Mutual funds, Machine learning, Programming, Business solutions"
Data Scientist,Leading Client,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","data science, PyTorch, Scala, Hadoop, data visualization, Spark, machine learning, Python"
"Data Scientist, NLP + GenAI",Tiger Analytics,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Generative AI, NLP, NLP frameworks, LLMs, Data Scientist, AI Innovation, GPT, NLP Expertise"
Data Scientist - Generative AI & LLM (Python),Netcom Learning,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Data analysis, GIT, Image processing, Machine learning, Data structures, Workflow, Visual Studio, Open source"
Data Scientist,Leading Client,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Data Science, data management, data analysis, Data Scientist, data research, Analysis, Management, Data"
Data Scientist,Ltimindtree,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Automation, data science, Data modeling, Project management, Data collection, Engineering Manager, Regression analysis, Business intelligence"
Data Scientist - Recommender S/ms,Pragmaticplay India,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Training, Data validation, Google Analytics, Web services, Analytical, Gaming, Monitoring, Python"
Data Scientist,Astria Digital,"Hybrid - Pune, Chennai, Delhi / NCR",2-6 Yrs,3-8 Lacs PA,"Strong knowledge of regulatory environment and data analysis languages like Python, SAS...","Training, deep learning, Coding, Cloud Services, Machine learning, Cloud, content generation, Natural language processing"
Data Scientist,Sunbrilo Technology,Pune,6-9 Yrs,Not disclosed,Preferred Qualifications: . Preferred candidate profile : Immediate joiners . 8 years o...,"Natural Language Processing, Machine Learning, Deep Learning, Python, Processing, Languages, Process, Machine"
Data Scientist,IntraEdge Technology,Pune,6-9 Yrs,Not disclosed,Preferred Qualifications: . Preferred candidate profile : Immediate joiners . 8 years o...,"GenAI, Python, MLOps, Artificial Intelligence, LLM, Machine Learning, Machine, Data"
Data Scientist,Everestek Technosoft Solutions,Pune,6-9 Yrs,Not disclosed,Preferred Qualifications: . Preferred candidate profile : Immediate joiners . 8 years o...,"Gen AI, Natural Language Processing, AWS, python API Development, DevOps-AWS services, Programming, SQL Database, senior Data Scientist"
Data Scientist,Promantus India,Pune,6-9 Yrs,Not disclosed,Preferred Qualifications: . Preferred candidate profile : Immediate joiners . 8 years o...,"Machine Learning, Gen AI, Natural Language Processing, LLM, Mlops, Deep Learning, Python, Languages"
Data Scientist,Pelatro,Pune,6-9 Yrs,Not disclosed,Preferred Qualifications: . Preferred candidate profile : Immediate joiners . 8 years o...,"SQL, Python, Pandas, Numpy, Scikit-Learn, Deep Learning, Data"
